work_order_id,asset_id,work_type,priority,created_date,sla_due_date,completed_date,status,estimated_hours,required_skill
WO-0003583,AST-00902,Preventive,Medium,2024-02-07,2024-02-17,2024-02-07,Completed,3.4,breaker
WO-0004003,AST-00017,Corrective,Medium,2024-02-07,2024-02-17,2024-02-11,Completed,6.4,cable
WO-0004248,AST-00182,Corrective,Critical,2024-02-07,2024-02-09,2024-02-10,Completed,6.6,third_rail
WO-0004676,AST-00494,Corrective,High,2024-02-07,2024-02-12,2024-02-08,Completed,7.8,breaker
WO-0004694,AST-00506,Corrective,Medium,2024-02-07,2024-02-17,2024-02-17,Completed,7.4,third_rail
WO-0004731,AST-00535,Corrective,High,2024-02-07,2024-02-12,2024-02-09,Completed,8.4,power
WO-0002402,AST-00614,Preventive,Medium,2024-02-08,2024-02-18,2024-02-10,Completed,4.8,third_rail
WO-0002535,AST-00648,Preventive,Medium,2024-02-08,2024-02-18,2024-02-12,Completed,4.4,cable
WO-0003662,AST-00922,Preventive,Medium,2024-02-08,2024-02-18,2024-02-13,Completed,4.6,third_rail
WO-0004235,AST-00170,Corrective,High,2024-02-08,2024-02-13,2024-02-15,Completed,6.9,third_rail
WO-0000425,AST-00110,Preventive,Medium,2024-02-09,2024-02-19,2024-02-17,Completed,4.6,third_rail
WO-0001623,AST-00414,Preventive,Medium,2024-02-09,2024-02-19,2024-02-14,Completed,6.0,third_rail
WO-0001991,AST-00512,Preventive,Medium,2024-02-09,2024-02-19,2024-02-16,Completed,4.7,third_rail
WO-0004699,AST-00507,Corrective,Medium,2024-02-09,2024-02-19,2024-02-11,Completed,2.3,breaker
WO-0004791,AST-00572,Corrective,Critical,2024-02-09,2024-02-11,2024-02-12,Completed,6.5,third_rail
WO-0005189,AST-00852,Corrective,Medium,2024-02-09,2024-02-19,2024-02-15,Completed,5.5,breaker
WO-0000255,AST-00067,Preventive,Medium,2024-02-10,2024-02-20,2024-02-10,Completed,4.3,cable
WO-0000571,AST-00147,Preventive,Medium,2024-02-10,2024-02-20,2024-02-12,Completed,3.5,breaker
WO-0000717,AST-00184,Preventive,Medium,2024-02-10,2024-02-20,2024-02-12,Completed,4.5,breaker
WO-0001243,AST-00319,Preventive,Medium,2024-02-10,2024-02-20,2024-02-16,Completed,4.8,breaker
WO-0001558,AST-00399,Preventive,Medium,2024-02-10,2024-02-20,2024-02-12,Completed,3.3,cable
WO-0001736,AST-00443,Preventive,Medium,2024-02-10,2024-02-20,2024-02-13,Completed,4.4,cable
WO-0001811,AST-00462,Preventive,Medium,2024-02-10,2024-02-20,2024-02-13,Completed,5.6,power
WO-0002668,AST-00680,Preventive,Medium,2024-02-10,2024-02-20,2024-02-15,Completed,6.2,breaker
WO-0003063,AST-00781,Preventive,Medium,2024-02-10,2024-02-20,2024-02-24,Completed,7.5,breaker
WO-0003903,AST-00983,Preventive,Medium,2024-02-10,2024-02-20,2024-02-14,Completed,3.6,cable
WO-0001636,AST-00418,Preventive,Medium,2024-02-11,2024-02-21,2024-02-16,Completed,4.6,third_rail
WO-0002149,AST-00552,Preventive,Medium,2024-02-11,2024-02-21,2024-02-16,Completed,3.9,power
WO-0003478,AST-00879,Preventive,Medium,2024-02-11,2024-02-21,2024-02-14,Completed,4.1,cable
WO-0000883,AST-00226,Preventive,Medium,2024-02-12,2024-02-22,2024-02-18,Completed,5.0,third_rail
WO-0000686,AST-00176,Preventive,Medium,2024-02-13,2024-02-23,2024-02-19,Completed,3.8,power
WO-0001656,AST-00422,Preventive,Medium,2024-02-13,2024-02-23,2024-02-21,Completed,3.8,power
WO-0001797,AST-00458,Preventive,Medium,2024-02-13,2024-02-23,2024-02-14,Completed,6.0,cable
WO-0002315,AST-00593,Preventive,Medium,2024-02-13,2024-02-23,2024-02-19,Completed,4.0,breaker
WO-0003420,AST-00864,Preventive,Medium,2024-02-13,2024-02-23,2024-02-16,Completed,6.1,cable
WO-0004095,AST-00083,Corrective,Medium,2024-02-13,2024-02-23,2024-02-16,Completed,5.8,third_rail
WO-0002716,AST-00692,Preventive,Medium,2024-02-15,2024-02-25,2024-02-21,Completed,4.8,third_rail
WO-0003039,AST-00774,Preventive,Medium,2024-02-15,2024-02-25,2024-02-18,Completed,4.8,third_rail
WO-0003762,AST-00948,Preventive,Medium,2024-02-15,2024-02-25,2024-02-16,Completed,5.7,third_rail
WO-0004770,AST-00560,Corrective,Critical,2024-02-15,2024-02-17,2024-02-18,Completed,8.7,cable
WO-0005245,AST-00890,Corrective,High,2024-02-16,2024-02-21,2024-02-17,Completed,8.1,cable
WO-0000300,AST-00077,Preventive,Medium,2024-02-17,2024-02-27,2024-02-18,Completed,3.8,breaker
WO-0001447,AST-00370,Preventive,Medium,2024-02-17,2024-02-27,2024-02-25,Completed,5.3,third_rail
WO-0001920,AST-00493,Preventive,Medium,2024-02-17,2024-02-27,2024-02-24,Completed,4.0,cable
WO-0002233,AST-00573,Preventive,Medium,2024-02-17,2024-02-27,2024-02-21,Completed,5.8,cable
WO-0005218,AST-00872,Corrective,Medium,2024-02-17,2024-02-27,2024-02-19,Completed,7.2,power
WO-0000215,AST-00055,Preventive,Medium,2024-02-18,2024-02-28,2024-02-22,Completed,3.6,cable
WO-0002345,AST-00599,Preventive,Medium,2024-02-18,2024-02-28,2024-02-20,Completed,3.2,third_rail
WO-0002570,AST-00656,Preventive,Medium,2024-02-18,2024-02-28,2024-02-25,Completed,2.0,breaker
WO-0004717,AST-00519,Corrective,Medium,2024-02-18,2024-02-28,2024-03-01,Completed,4.6,power
WO-0004847,AST-00617,Corrective,Medium,2024-02-18,2024-02-28,2024-02-18,Completed,3.5,cable
WO-0005375,AST-00989,Corrective,Medium,2024-02-18,2024-02-28,2024-02-28,Completed,7.2,breaker
WO-0001233,AST-00316,Preventive,Medium,2024-02-19,2024-02-29,2024-02-20,Completed,5.6,breaker
WO-0001701,AST-00434,Preventive,Medium,2024-02-19,2024-02-29,2024-02-24,Completed,3.3,third_rail
WO-0002574,AST-00657,Preventive,Medium,2024-02-19,2024-02-29,2024-02-23,Completed,6.1,third_rail
WO-0002770,AST-00705,Preventive,Medium,2024-02-19,2024-02-29,2024-02-23,Completed,4.5,breaker
WO-0004081,AST-00067,Corrective,Medium,2024-02-19,2024-02-29,2024-02-24,Completed,9.0,cable
WO-0004567,AST-00412,Corrective,Medium,2024-02-19,2024-02-29,2024-02-22,Completed,7.3,cable
WO-0001769,AST-00451,Preventive,Medium,2024-02-20,2024-03-01,2024-03-03,Completed,5.2,power
WO-0001862,AST-00475,Preventive,Medium,2024-02-20,2024-03-01,2024-02-20,Completed,4.6,breaker
WO-0003122,AST-00796,Preventive,Medium,2024-02-20,2024-03-01,2024-02-26,Completed,5.0,breaker
WO-0003323,AST-00843,Preventive,Medium,2024-02-20,2024-03-01,2024-02-27,Completed,5.5,cable
WO-0000458,AST-00119,Preventive,Medium,2024-02-21,2024-03-02,2024-02-23,Completed,3.3,cable
WO-0001187,AST-00305,Preventive,Medium,2024-02-21,2024-03-02,2024-02-22,Completed,4.9,third_rail
WO-0004183,AST-00140,Corrective,Medium,2024-02-21,2024-03-02,2024-02-25,Completed,3.7,power
WO-0001391,AST-00358,Preventive,Medium,2024-02-22,2024-03-03,2024-02-24,Completed,4.3,third_rail
WO-0002113,AST-00543,Preventive,Medium,2024-02-22,2024-03-03,2024-02-24,Completed,4.7,third_rail
WO-0003228,AST-00822,Preventive,Medium,2024-02-22,2024-03-03,2024-02-26,Completed,2.9,cable
WO-0003543,AST-00893,Preventive,Medium,2024-02-22,2024-03-03,2024-02-23,Completed,4.4,breaker
WO-0004774,AST-00564,Corrective,Medium,2024-02-22,2024-03-03,2024-02-23,Completed,6.0,cable
WO-0000261,AST-00068,Preventive,Medium,2024-02-23,2024-03-04,2024-02-29,Completed,4.6,breaker
WO-0000328,AST-00084,Preventive,Medium,2024-02-23,2024-03-04,2024-02-23,Completed,7.5,power
WO-0000726,AST-00186,Preventive,Medium,2024-02-23,2024-03-04,2024-02-25,Completed,4.4,cable
WO-0000805,AST-00205,Preventive,Medium,2024-02-23,2024-03-04,2024-02-28,Completed,5.4,power
WO-0001685,AST-00430,Preventive,Medium,2024-02-23,2024-03-04,2024-03-02,Completed,5.0,third_rail
WO-0001842,AST-00470,Preventive,Medium,2024-02-23,2024-03-04,2024-02-24,Completed,4.7,cable
WO-0002662,AST-00679,Preventive,Medium,2024-02-23,2024-03-04,2024-02-24,Completed,7.6,power
WO-0003935,AST-00990,Preventive,Medium,2024-02-23,2024-03-04,2024-02-25,Completed,6.8,third_rail
WO-0000198,AST-00051,Preventive,Medium,2024-02-24,2024-03-05,2024-02-29,Completed,3.4,breaker
WO-0001754,AST-00447,Preventive,Medium,2024-02-24,2024-03-05,2024-03-01,Completed,3.9,third_rail
WO-0004513,AST-00371,Corrective,Medium,2024-02-24,2024-03-05,2024-03-07,Completed,8.2,third_rail
WO-0004544,AST-00394,Corrective,Medium,2024-02-24,2024-03-05,2024-02-24,Completed,5.4,cable
WO-0000769,AST-00197,Preventive,Medium,2024-02-25,2024-03-06,2024-02-27,Completed,4.1,cable
WO-0001322,AST-00339,Preventive,Medium,2024-02-25,2024-03-06,2024-02-26,Completed,4.7,power
WO-0003490,AST-00881,Preventive,Medium,2024-02-25,2024-03-06,2024-02-27,Completed,3.1,cable
WO-0003973,AST-00999,Preventive,Medium,2024-02-25,2024-03-06,2024-02-26,Completed,2.9,third_rail
WO-0004013,AST-00026,Corrective,Medium,2024-02-25,2024-03-06,2024-02-26,Completed,8.8,breaker
WO-0005066,AST-00774,Corrective,Critical,2024-02-25,2024-02-27,2024-02-26,Completed,6.6,third_rail
WO-0000759,AST-00194,Preventive,Medium,2024-02-26,2024-03-07,2024-03-03,Completed,6.2,third_rail
WO-0001180,AST-00303,Preventive,Medium,2024-02-26,2024-03-07,2024-03-01,Completed,4.3,cable
WO-0001647,AST-00420,Preventive,Medium,2024-02-26,2024-03-07,2024-02-29,Completed,5.4,third_rail
WO-0003033,AST-00772,Preventive,Medium,2024-02-26,2024-03-07,2024-02-29,Completed,5.0,cable
WO-0005342,AST-00962,Corrective,Critical,2024-02-26,2024-02-28,2024-02-28,Completed,9.0,cable
WO-0001682,AST-00429,Preventive,Medium,2024-02-27,2024-03-08,2024-03-06,Completed,4.6,power
WO-0001790,AST-00456,Preventive,Medium,2024-02-27,2024-03-08,2024-03-04,Completed,3.4,breaker
WO-0002415,AST-00618,Preventive,Medium,2024-02-27,2024-03-08,2024-03-03,Completed,4.4,breaker
WO-0003024,AST-00770,Preventive,Medium,2024-02-27,2024-03-08,2024-03-02,Completed,4.9,cable
WO-0003051,AST-00777,Preventive,Medium,2024-02-27,2024-03-08,2024-03-07,Completed,5.4,cable
WO-0003080,AST-00785,Preventive,Medium,2024-02-27,2024-03-08,2024-02-27,Completed,8.1,third_rail
WO-0001406,AST-00361,Preventive,Medium,2024-02-28,2024-03-09,2024-02-29,Completed,4.2,third_rail
WO-0001877,AST-00479,Preventive,Medium,2024-02-28,2024-03-09,2024-03-01,Completed,5.0,cable
WO-0002015,AST-00518,Preventive,Medium,2024-02-28,2024-03-09,2024-03-01,Completed,7.8,cable
WO-0002436,AST-00623,Preventive,Medium,2024-02-28,2024-03-09,2024-03-03,Completed,6.3,third_rail
WO-0003506,AST-00885,Preventive,Medium,2024-02-28,2024-03-09,2024-03-11,Completed,6.6,breaker
WO-0002204,AST-00565,Preventive,Medium,2024-02-29,2024-03-10,2024-03-03,Completed,5.8,cable
WO-0003361,AST-00852,Preventive,Medium,2024-02-29,2024-03-10,2024-03-06,Completed,8.7,breaker
WO-0003776,AST-00952,Preventive,Medium,2024-02-29,2024-03-10,2024-03-02,Completed,3.0,breaker
WO-0000912,AST-00234,Preventive,Medium,2024-03-01,2024-03-11,2024-03-04,Completed,6.4,cable
WO-0003496,AST-00882,Preventive,Medium,2024-03-01,2024-03-11,2024-03-05,Completed,3.0,cable
WO-0001072,AST-00276,Preventive,Medium,2024-03-02,2024-03-12,2024-03-10,Completed,6.2,breaker
WO-0001923,AST-00494,Preventive,Medium,2024-03-02,2024-03-12,2024-03-07,Completed,5.3,breaker
WO-0003201,AST-00815,Preventive,Medium,2024-03-02,2024-03-12,2024-03-06,Completed,4.0,power
WO-0003210,AST-00818,Preventive,Medium,2024-03-02,2024-03-12,2024-03-12,Completed,6.7,cable
WO-0005159,AST-00838,Corrective,Medium,2024-03-02,2024-03-12,2024-03-07,Completed,8.0,third_rail
WO-0000176,AST-00046,Preventive,Medium,2024-03-03,2024-03-13,2024-03-03,Completed,5.4,third_rail
WO-0001650,AST-00421,Preventive,Medium,2024-03-03,2024-03-13,2024-03-04,Completed,7.0,cable
WO-0003872,AST-00975,Preventive,Medium,2024-03-03,2024-03-13,2024-03-05,Completed,4.3,breaker
WO-0004909,AST-00671,Corrective,Critical,2024-03-03,2024-03-05,2024-03-03,Completed,6.9,power
WO-0004967,AST-00706,Corrective,Medium,2024-03-03,2024-03-13,2024-03-06,Completed,6.4,cable
WO-0001933,AST-00497,Preventive,Medium,2024-03-04,2024-03-14,2024-03-06,Completed,4.4,cable
WO-0002821,AST-00718,Preventive,Medium,2024-03-04,2024-03-14,2024-03-05,Completed,7.4,power
WO-0003912,AST-00985,Preventive,Medium,2024-03-04,2024-03-14,2024-03-06,Completed,4.4,power
WO-0004673,AST-00493,Corrective,High,2024-03-04,2024-03-09,2024-03-06,Completed,9.5,cable
WO-0004923,AST-00676,Corrective,High,2024-03-04,2024-03-09,2024-03-05,Completed,9.8,breaker
WO-0004999,AST-00731,Corrective,High,2024-03-04,2024-03-09,2024-03-05,Completed,6.6,breaker
WO-0005172,AST-00843,Corrective,High,2024-03-04,2024-03-09,2024-03-06,Completed,7.4,cable
WO-0005173,AST-00843,Corrective,Medium,2024-03-04,2024-03-14,2024-03-05,Completed,4.1,cable
WO-0002549,AST-00652,Preventive,Medium,2024-03-05,2024-03-15,2024-03-10,Completed,7.3,third_rail
WO-0002564,AST-00655,Preventive,Medium,2024-03-05,2024-03-15,2024-03-07,Completed,6.5,third_rail
WO-0003153,AST-00804,Preventive,Medium,2024-03-05,2024-03-15,2024-03-07,Completed,3.4,cable
WO-0003484,AST-00880,Preventive,Medium,2024-03-05,2024-03-15,2024-03-11,Completed,4.7,cable
WO-0003802,AST-00958,Preventive,Medium,2024-03-05,2024-03-15,2024-03-07,Completed,6.0,cable
WO-0003858,AST-00971,Preventive,Medium,2024-03-05,2024-03-15,2024-03-05,Completed,2.5,breaker
WO-0004220,AST-00163,Corrective,Critical,2024-03-05,2024-03-07,2024-03-13,Completed,7.9,breaker
WO-0004498,AST-00361,Corrective,Medium,2024-03-05,2024-03-15,2024-03-07,Completed,5.6,third_rail
WO-0000515,AST-00135,Preventive,Medium,2024-03-06,2024-03-16,2024-03-08,Completed,7.1,cable
WO-0003375,AST-00855,Preventive,Medium,2024-03-06,2024-03-16,2024-03-14,Completed,4.9,breaker
WO-0003906,AST-00984,Preventive,Medium,2024-03-06,2024-03-16,2024-03-06,Completed,4.3,cable
WO-0004215,AST-00158,Corrective,Medium,2024-03-06,2024-03-16,2024-03-08,Completed,7.2,cable
WO-0005040,AST-00757,Corrective,High,2024-03-06,2024-03-11,2024-03-14,Completed,7.5,breaker
WO-0005106,AST-00809,Corrective,Medium,2024-03-06,2024-03-16,2024-03-18,Completed,4.4,cable
WO-0005315,AST-00939,Corrective,Medium,2024-03-06,2024-03-16,2024-03-18,Completed,6.5,third_rail
WO-0000407,AST-00105,Preventive,Medium,2024-03-07,2024-03-17,2024-03-11,Completed,4.7,third_rail
WO-0000784,AST-00200,Preventive,Medium,2024-03-07,2024-03-17,2024-03-08,Completed,4.3,breaker
WO-0001153,AST-00296,Preventive,Medium,2024-03-07,2024-03-17,2024-03-19,Completed,6.5,third_rail
WO-0001309,AST-00335,Preventive,Medium,2024-03-07,2024-03-17,2024-03-07,Completed,2.9,power
WO-0002327,AST-00595,Preventive,Medium,2024-03-07,2024-03-17,2024-03-10,Completed,3.0,power
WO-0003590,AST-00904,Preventive,Medium,2024-03-07,2024-03-17,2024-03-08,Completed,3.7,cable
WO-0005321,AST-00942,Corrective,Medium,2024-03-07,2024-03-17,2024-03-14,Completed,8.7,third_rail
WO-0000946,AST-00243,Preventive,Medium,2024-03-08,2024-03-18,2024-03-08,Completed,6.4,breaker
WO-0001881,AST-00480,Preventive,Medium,2024-03-08,2024-03-18,2024-03-14,Completed,3.2,cable
WO-0002699,AST-00688,Preventive,Medium,2024-03-08,2024-03-18,2024-03-08,Completed,6.2,third_rail
WO-0002731,AST-00696,Preventive,Medium,2024-03-08,2024-03-18,2024-03-20,Completed,5.5,cable
WO-0003527,AST-00890,Preventive,Medium,2024-03-08,2024-03-18,2024-03-08,Completed,6.7,cable
WO-0004555,AST-00406,Corrective,High,2024-03-08,2024-03-13,2024-03-09,Completed,3.7,third_rail
WO-0000384,AST-00099,Preventive,Medium,2024-03-09,2024-03-19,2024-03-13,Completed,5.9,power
WO-0001830,AST-00467,Preventive,Medium,2024-03-09,2024-03-19,2024-03-23,Completed,5.3,cable
WO-0001939,AST-00498,Preventive,Medium,2024-03-09,2024-03-19,2024-03-15,Completed,4.3,cable
WO-0002422,AST-00620,Preventive,Medium,2024-03-09,2024-03-19,2024-03-12,Completed,5.2,power
WO-0003347,AST-00849,Preventive,Medium,2024-03-09,2024-03-19,2024-03-11,Completed,5.6,power
WO-0000401,AST-00103,Preventive,Medium,2024-03-10,2024-03-20,2024-03-14,Completed,4.2,breaker
WO-0002224,AST-00571,Preventive,Medium,2024-03-10,2024-03-20,2024-03-12,Completed,5.5,breaker
WO-0003095,AST-00789,Preventive,Medium,2024-03-10,2024-03-20,2024-03-11,Completed,7.6,third_rail
WO-0003232,AST-00823,Preventive,Medium,2024-03-10,2024-03-20,2024-03-15,Completed,5.0,breaker
WO-0003290,AST-00835,Preventive,Medium,2024-03-10,2024-03-20,2024-03-19,Completed,4.5,cable
WO-0004111,AST-00099,Corrective,Critical,2024-03-10,2024-03-12,2024-03-10,Completed,9.8,power
WO-0001222,AST-00314,Preventive,Medium,2024-03-11,2024-03-21,2024-03-11,Completed,5.0,breaker
WO-0004033,AST-00038,Corrective,Critical,2024-03-11,2024-03-13,2024-03-14,Completed,5.6,cable
WO-0004515,AST-00372,Corrective,Medium,2024-03-11,2024-03-21,2024-03-13,Completed,3.3,breaker
WO-0000235,AST-00061,Preventive,Medium,2024-03-12,2024-03-22,2024-03-13,Completed,4.1,cable
WO-0000283,AST-00073,Preventive,Medium,2024-03-12,2024-03-22,2024-03-12,Completed,4.4,third_rail
WO-0002380,AST-00608,Preventive,Medium,2024-03-12,2024-03-22,2024-03-15,Completed,4.6,power
WO-0002543,AST-00651,Preventive,Medium,2024-03-12,2024-03-22,2024-03-13,Completed,7.7,cable
WO-0003365,AST-00853,Preventive,Medium,2024-03-12,2024-03-22,2024-03-14,Completed,4.4,third_rail
WO-0003596,AST-00905,Preventive,Medium,2024-03-12,2024-03-22,2024-03-14,Completed,2.3,third_rail
WO-0004895,AST-00660,Corrective,Medium,2024-03-12,2024-03-22,2024-03-14,Completed,5.9,breaker
WO-0004897,AST-00662,Corrective,Critical,2024-03-12,2024-03-14,2024-03-17,Completed,7.1,third_rail
WO-0000708,AST-00182,Preventive,Medium,2024-03-13,2024-03-23,2024-03-16,Completed,5.0,third_rail
WO-0001913,AST-00491,Preventive,Medium,2024-03-13,2024-03-23,2024-03-15,Completed,8.5,cable
WO-0002693,AST-00686,Preventive,Medium,2024-03-13,2024-03-23,2024-03-14,Completed,4.1,breaker
WO-0003679,AST-00926,Preventive,Medium,2024-03-13,2024-03-23,2024-03-16,Completed,3.7,breaker
WO-0004044,AST-00048,Corrective,Medium,2024-03-13,2024-03-23,2024-03-13,Completed,8.6,breaker
WO-0004276,AST-00205,Corrective,Medium,2024-03-13,2024-03-23,2024-03-17,Completed,7.6,power
WO-0002194,AST-00562,Preventive,Medium,2024-03-14,2024-03-24,2024-03-18,Completed,3.5,breaker
WO-0002619,AST-00669,Preventive,Medium,2024-03-14,2024-03-24,2024-03-24,Completed,3.7,breaker
WO-0004795,AST-00576,Corrective,Medium,2024-03-14,2024-03-24,2024-03-17,Completed,5.9,cable
WO-0005064,AST-00772,Corrective,Medium,2024-03-14,2024-03-24,2024-03-16,Completed,4.5,cable
WO-0005242,AST-00889,Corrective,Medium,2024-03-14,2024-03-24,2024-03-15,Completed,11.8,power
WO-0000775,AST-00198,Preventive,Medium,2024-03-15,2024-03-25,2024-03-16,Completed,6.9,third_rail
WO-0001017,AST-00261,Preventive,Medium,2024-03-15,2024-03-25,2024-03-19,Completed,5.7,power
WO-0001777,AST-00453,Preventive,Medium,2024-03-15,2024-03-25,2024-03-20,Completed,6.2,cable
WO-0002247,AST-00576,Preventive,Medium,2024-03-15,2024-03-25,2024-03-17,Completed,4.3,cable
WO-0002841,AST-00722,Preventive,Medium,2024-03-15,2024-03-25,2024-03-22,Completed,3.7,cable
WO-0004056,AST-00052,Corrective,High,2024-03-15,2024-03-20,2024-03-15,Completed,4.4,power
WO-0001078,AST-00277,Preventive,Medium,2024-03-16,2024-03-26,2024-03-16,Completed,4.9,breaker
WO-0001136,AST-00292,Preventive,Medium,2024-03-16,2024-03-26,2024-03-17,Completed,5.0,power
WO-0001608,AST-00410,Preventive,Medium,2024-03-16,2024-03-26,2024-03-20,Completed,4.5,third_rail
WO-0002136,AST-00549,Preventive,Medium,2024-03-16,2024-03-26,2024-03-19,Completed,2.6,third_rail
WO-0004686,AST-00501,Corrective,Medium,2024-03-16,2024-03-26,2024-03-17,Completed,5.3,cable
WO-0005160,AST-00839,Corrective,High,2024-03-16,2024-03-21,2024-03-18,Completed,3.2,cable
WO-0001582,AST-00404,Preventive,Medium,2024-03-17,2024-03-27,2024-03-21,Completed,5.1,power
WO-0001591,AST-00406,Preventive,Medium,2024-03-17,2024-03-27,2024-03-23,Completed,4.6,third_rail
WO-0003247,AST-00826,Preventive,Medium,2024-03-17,2024-03-27,2024-03-18,Completed,4.8,power
WO-0004255,AST-00191,Corrective,Medium,2024-03-17,2024-03-27,2024-03-17,Completed,3.9,third_rail
WO-0004839,AST-00612,Corrective,Medium,2024-03-17,2024-03-27,2024-03-20,Completed,4.7,cable
WO-0000967,AST-00248,Preventive,Medium,2024-03-18,2024-03-28,2024-03-19,Completed,5.8,cable
WO-0002109,AST-00542,Preventive,Medium,2024-03-18,2024-03-28,2024-03-21,Completed,5.7,cable
WO-0002419,AST-00619,Preventive,Medium,2024-03-18,2024-03-28,2024-03-20,Completed,6.2,power
WO-0003258,AST-00828,Preventive,Medium,2024-03-18,2024-03-28,2024-03-20,Completed,2.2,breaker
WO-0003381,AST-00856,Preventive,Medium,2024-03-18,2024-03-28,2024-03-19,Completed,4.1,cable
WO-0003607,AST-00907,Preventive,Medium,2024-03-18,2024-03-28,2024-03-18,Completed,3.3,cable
WO-0003969,AST-00998,Preventive,Medium,2024-03-18,2024-03-28,2024-03-19,Completed,6.6,power
WO-0004908,AST-00671,Corrective,Medium,2024-03-18,2024-03-28,2024-03-21,Completed,7.6,power
WO-0001068,AST-00275,Preventive,Medium,2024-03-19,2024-03-29,2024-03-22,Completed,6.3,cable
WO-0001348,AST-00347,Preventive,Medium,2024-03-19,2024-03-29,2024-03-24,Completed,7.0,third_rail
WO-0004082,AST-00067,Corrective,Medium,2024-03-19,2024-03-29,2024-03-22,Completed,5.6,cable
WO-0000714,AST-00183,Preventive,Medium,2024-03-20,2024-03-30,2024-03-25,Completed,3.8,cable
WO-0001144,AST-00294,Preventive,Medium,2024-03-20,2024-03-30,2024-03-24,Completed,3.7,power
WO-0001184,AST-00304,Preventive,Medium,2024-03-20,2024-03-30,2024-03-23,Completed,5.4,cable
WO-0002555,AST-00653,Preventive,Medium,2024-03-20,2024-03-30,2024-03-22,Completed,4.5,cable
WO-0003271,AST-00831,Preventive,Medium,2024-03-20,2024-03-30,2024-04-01,Completed,6.2,cable
WO-0004034,AST-00039,Corrective,High,2024-03-20,2024-03-25,2024-03-24,Completed,6.2,breaker
WO-0005002,AST-00731,Corrective,Critical,2024-03-20,2024-03-22,2024-03-21,Completed,9.4,breaker
WO-0000390,AST-00100,Preventive,Medium,2024-03-21,2024-03-31,2024-03-24,Completed,7.5,third_rail
WO-0000527,AST-00137,Preventive,Medium,2024-03-21,2024-03-31,2024-03-29,Completed,6.1,third_rail
